size,digits,algo,trial,elapsed,muls,adds
64,3,karatsuba,0,0.03479190000507515,261888,261888,,0,65500664864,"[[18598025, 19925973], [15579144, 17779401]]","{""ok"": true, ""elapsed"": 0.03479190000507515, ""muls"": 261888, ""adds"": 261888, ""sample"": [[18598025, 19925973], [15579144, 17779401]], ""checksum"": 65500664864}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 261888 digit adds: 261888 time (s): 0.034792
"
64,3,karatsuba,1,0.033786700005293824,262016,262016,,0,65175099247,"[[15969250, 14458175], [17438170, 16795471]]","{""ok"": true, ""elapsed"": 0.033786700005293824, ""muls"": 262016, ""adds"": 262016, ""sample"": [[15969250, 14458175], [17438170, 16795471]], ""checksum"": 65175099247}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262016 digit adds: 262016 time (s): 0.033787
"
64,3,karatsuba,2,0.03450249999877997,262080,262080,,0,64774719756,"[[18236557, 18532812], [15279028, 16653662]]","{""ok"": true, ""elapsed"": 0.03450249999877997, ""muls"": 262080, ""adds"": 262080, ""sample"": [[18236557, 18532812], [15279028, 16653662]], ""checksum"": 64774719756}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262080 digit adds: 262080 time (s): 0.034502
"
64,3,strassen,0,0.03393879999930505,261824,261824,,0,63276930858,"[[16420259, 16832931], [16378540, 16651366]]","{""ok"": true, ""elapsed"": 0.03393879999930505, ""muls"": 261824, ""adds"": 261824, ""sample"": [[16420259, 16832931], [16378540, 16651366]], ""checksum"": 63276930858}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 261824 digit adds: 261824 time (s): 0.033939
"
64,3,strassen,1,0.034359200013568625,261632,261632,,0,65810598052,"[[17517036, 14623891], [16298745, 15501655]]","{""ok"": true, ""elapsed"": 0.034359200013568625, ""muls"": 261632, ""adds"": 261632, ""sample"": [[17517036, 14623891], [16298745, 15501655]], ""checksum"": 65810598052}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 261632 digit adds: 261632 time (s): 0.034359
"
64,3,strassen,2,0.04152689999318682,261952,261952,,0,65889291348,"[[14491373, 12656055], [17180582, 14005999]]","{""ok"": true, ""elapsed"": 0.04152689999318682, ""muls"": 261952, ""adds"": 261952, ""sample"": [[14491373, 12656055], [17180582, 14005999]], ""checksum"": 65889291348}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 261952 digit adds: 261952 time (s): 0.041527
"
128,3,schoolbook,0,0.2422565000015311,2094976,2094976,,0,523137693858,"[[30054533, 29913441], [30763560, 29322281]]","{""ok"": true, ""elapsed"": 0.2422565000015311, ""muls"": 2094976, ""adds"": 2094976, ""sample"": [[30054533, 29913441], [30763560, 29322281]], ""checksum"": 523137693858}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2094976 digit adds: 2094976 time (s): 0.242257
"
128,3,schoolbook,1,0.2455130000016652,2095616,2095616,,0,521390696486,"[[29700254, 31355697], [27713223, 29286047]]","{""ok"": true, ""elapsed"": 0.2455130000016652, ""muls"": 2095616, ""adds"": 2095616, ""sample"": [[29700254, 31355697], [27713223, 29286047]], ""checksum"": 521390696486}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2095616 digit adds: 2095616 time (s): 0.245513
"
128,3,schoolbook,2,0.25533359999826644,2094464,2094464,,0,521883356828,"[[32951491, 30877305], [32342570, 31405718]]","{""ok"": true, ""elapsed"": 0.25533359999826644, ""muls"": 2094464, ""adds"": 2094464, ""sample"": [[32951491, 30877305], [32342570, 31405718]], ""checksum"": 521883356828}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2094464 digit adds: 2094464 time (s): 0.255334
"
128,3,karatsuba,0,0.24111850000917912,2094848,2094848,,0,522226784881,"[[34596987, 31099395], [36861844, 32415819]]","{""ok"": true, ""elapsed"": 0.24111850000917912, ""muls"": 2094848, ""adds"": 2094848, ""sample"": [[34596987, 31099395], [36861844, 32415819]], ""checksum"": 522226784881}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2094848 digit adds: 2094848 time (s): 0.241119
"
128,3,karatsuba,1,0.24785070000507403,2095104,2095104,,0,521421297719,"[[28198551, 35013427], [29708117, 34561712]]","{""ok"": true, ""elapsed"": 0.24785070000507403, ""muls"": 2095104, ""adds"": 2095104, ""sample"": [[28198551, 35013427], [29708117, 34561712]], ""checksum"": 521421297719}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2095104 digit adds: 2095104 time (s): 0.247851
"
128,3,karatsuba,2,0.2661426999984542,2094080,2094080,,0,516069284321,"[[34358095, 31505523], [33272692, 32613063]]","{""ok"": true, ""elapsed"": 0.2661426999984542, ""muls"": 2094080, ""adds"": 2094080, ""sample"": [[34358095, 31505523], [33272692, 32613063]], ""checksum"": 516069284321}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2094080 digit adds: 2094080 time (s): 0.266143
"
128,3,strassen,0,0.2762646999908611,2095616,2095616,,0,526850050873,"[[33187261, 30106305], [34706062, 31723770]]","{""ok"": true, ""elapsed"": 0.2762646999908611, ""muls"": 2095616, ""adds"": 2095616, ""sample"": [[33187261, 30106305], [34706062, 31723770]], ""checksum"": 526850050873}
","[decimal_gemm] STRASSEN result shape: 128x128
[decimal_gemm]   digit muls: 2095616 digit adds: 2095616 time (s): 0.276265
"
128,3,strassen,1,0.26400619999913033,2095744,2095744,,0,526669623351,"[[28664893, 32418047], [28352247, 31269488]]","{""ok"": true, ""elapsed"": 0.26400619999913033, ""muls"": 2095744, ""adds"": 2095744, ""sample"": [[28664893, 32418047], [28352247, 31269488]], ""checksum"": 526669623351}
","[decimal_gemm] STRASSEN result shape: 128x128
[decimal_gemm]   digit muls: 2095744 digit adds: 2095744 time (s): 0.264006
"
128,3,strassen,2,0.26813109999056906,2095232,2095232,,0,523779535978,"[[32574105, 31408986], [31743511, 28544434]]","{""ok"": true, ""elapsed"": 0.26813109999056906, ""muls"": 2095232, ""adds"": 2095232, ""sample"": [[32574105, 31408986], [31743511, 28544434]], ""checksum"": 523779535978}
","[decimal_gemm] STRASSEN result shape: 128x128
[decimal_gemm]   digit muls: 2095232 digit adds: 2095232 time (s): 0.268131
"
256,3,schoolbook,0,1.922879500009003,16759808,16759808,,0,4182719206671,"[[61363211, 67538266], [65390479, 65646790]]","{""ok"": true, ""elapsed"": 1.922879500009003, ""muls"": 16759808, ""adds"": 16759808, ""sample"": [[61363211, 67538266], [65390479, 65646790]], ""checksum"": 4182719206671}
","[decimal_gemm] SCHOOLBOOK result shape: 256x256
[decimal_gemm]   digit muls: 16759808 digit adds: 16759808 time (s): 1.922880
"
256,3,schoolbook,1,1.8744828999915626,16761344,16761344,,0,4173491659557,"[[60005456, 64684097], [65776859, 66883773]]","{""ok"": true, ""elapsed"": 1.8744828999915626, ""muls"": 16761344, ""adds"": 16761344, ""sample"": [[60005456, 64684097], [65776859, 66883773]], ""checksum"": 4173491659557}
","[decimal_gemm] SCHOOLBOOK result shape: 256x256
[decimal_gemm]   digit muls: 16761344 digit adds: 16761344 time (s): 1.874483
"
256,3,schoolbook,2,2.0506317999970634,16759808,16759808,,0,4171290828976,"[[66294080, 67774668], [60062539, 60983320]]","{""ok"": true, ""elapsed"": 2.0506317999970634, ""muls"": 16759808, ""adds"": 16759808, ""sample"": [[66294080, 67774668], [60062539, 60983320]], ""checksum"": 4171290828976}
","[decimal_gemm] SCHOOLBOOK result shape: 256x256
[decimal_gemm]   digit muls: 16759808 digit adds: 16759808 time (s): 2.050632
"
256,3,karatsuba,0,1.9968241000024136,16756480,16756480,,0,4194258420095,"[[68050465, 65763297], [68862687, 65847857]]","{""ok"": true, ""elapsed"": 1.9968241000024136, ""muls"": 16756480, ""adds"": 16756480, ""sample"": [[68050465, 65763297], [68862687, 65847857]], ""checksum"": 4194258420095}
","[decimal_gemm] KARATSUBA result shape: 256x256
[decimal_gemm]   digit muls: 16756480 digit adds: 16756480 time (s): 1.996824
"
256,3,karatsuba,1,1.8125285999994958,16761600,16761600,,0,4196218934613,"[[65719342, 60120546], [62102568, 58622840]]","{""ok"": true, ""elapsed"": 1.8125285999994958, ""muls"": 16761600, ""adds"": 16761600, ""sample"": [[65719342, 60120546], [62102568, 58622840]], ""checksum"": 4196218934613}
","[decimal_gemm] KARATSUBA result shape: 256x256
[decimal_gemm]   digit muls: 16761600 digit adds: 16761600 time (s): 1.812529
"
256,3,karatsuba,2,1.8680200999951921,16759808,16759808,,0,4188558848109,"[[69361646, 63740195], [63987678, 62463773]]","{""ok"": true, ""elapsed"": 1.8680200999951921, ""muls"": 16759808, ""adds"": 16759808, ""sample"": [[69361646, 63740195], [63987678, 62463773]], ""checksum"": 4188558848109}
","[decimal_gemm] KARATSUBA result shape: 256x256
[decimal_gemm]   digit muls: 16759808 digit adds: 16759808 time (s): 1.868020
"
256,3,strassen,0,1.9820219000102952,16759040,16759040,,0,4210458323465,"[[71541671, 66330982], [69268252, 64659592]]","{""ok"": true, ""elapsed"": 1.9820219000102952, ""muls"": 16759040, ""adds"": 16759040, ""sample"": [[71541671, 66330982], [69268252, 64659592]], ""checksum"": 4210458323465}
","[decimal_gemm] STRASSEN result shape: 256x256
[decimal_gemm]   digit muls: 16759040 digit adds: 16759040 time (s): 1.982022
"
256,3,strassen,1,1.9503328999999212,16763136,16763136,,0,4195458714118,"[[66900459, 69833439], [58569867, 61909641]]","{""ok"": true, ""elapsed"": 1.9503328999999212, ""muls"": 16763136, ""adds"": 16763136, ""sample"": [[66900459, 69833439], [58569867, 61909641]], ""checksum"": 4195458714118}
","[decimal_gemm] STRASSEN result shape: 256x256
[decimal_gemm]   digit muls: 16763136 digit adds: 16763136 time (s): 1.950333
"
256,3,strassen,2,1.8153354999958538,16759808,16759808,,0,4189277045086,"[[65372635, 68996290], [67082029, 67997464]]","{""ok"": true, ""elapsed"": 1.8153354999958538, ""muls"": 16759808, ""adds"": 16759808, ""sample"": [[65372635, 68996290], [67082029, 67997464]], ""checksum"": 4189277045086}
","[decimal_gemm] STRASSEN result shape: 256x256
[decimal_gemm]   digit muls: 16759808 digit adds: 16759808 time (s): 1.815335
"
64,3,schoolbook,0,0.033791200010455213,261952,261952,,0,67094151219,"[[13477460, 14267103], [19397852, 19282353]]","{""ok"": true, ""elapsed"": 0.033791200010455213, ""muls"": 261952, ""adds"": 261952, ""sample"": [[13477460, 14267103], [19397852, 19282353]], ""checksum"": 67094151219}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 261952 digit adds: 261952 time (s): 0.033791
"
64,3,schoolbook,1,0.037072899998747744,261504,261504,,0,65697877134,"[[16603918, 18452279], [17446493, 18771185]]","{""ok"": true, ""elapsed"": 0.037072899998747744, ""muls"": 261504, ""adds"": 261504, ""sample"": [[16603918, 18452279], [17446493, 18771185]], ""checksum"": 65697877134}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 261504 digit adds: 261504 time (s): 0.037073
"
64,3,schoolbook,2,0.033821099990746006,261888,261888,,0,66551192061,"[[14171892, 17187398], [12112043, 14247994]]","{""ok"": true, ""elapsed"": 0.033821099990746006, ""muls"": 261888, ""adds"": 261888, ""sample"": [[14171892, 17187398], [12112043, 14247994]], ""checksum"": 66551192061}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 261888 digit adds: 261888 time (s): 0.033821
"
64,3,karatsuba,0,0.037132500001462176,261760,261760,,0,64588408780,"[[16207214, 16122247], [18164285, 17771526]]","{""ok"": true, ""elapsed"": 0.037132500001462176, ""muls"": 261760, ""adds"": 261760, ""sample"": [[16207214, 16122247], [18164285, 17771526]], ""checksum"": 64588408780}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 261760 digit adds: 261760 time (s): 0.037133
"
64,3,karatsuba,1,0.03493720000551548,262016,262016,,0,64555303029,"[[15683609, 17335835], [12110144, 13554100]]","{""ok"": true, ""elapsed"": 0.03493720000551548, ""muls"": 262016, ""adds"": 262016, ""sample"": [[15683609, 17335835], [12110144, 13554100]], ""checksum"": 64555303029}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262016 digit adds: 262016 time (s): 0.034937
"
64,3,karatsuba,2,0.035194700001738966,261696,261696,,0,65690978957,"[[15099403, 16567118], [16144890, 17502654]]","{""ok"": true, ""elapsed"": 0.035194700001738966, ""muls"": 261696, ""adds"": 261696, ""sample"": [[15099403, 16567118], [16144890, 17502654]], ""checksum"": 65690978957}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 261696 digit adds: 261696 time (s): 0.035195
"
64,3,strassen,0,0.03435909999825526,261952,261952,,0,64949465119,"[[16695647, 14149514], [14777765, 14604226]]","{""ok"": true, ""elapsed"": 0.03435909999825526, ""muls"": 261952, ""adds"": 261952, ""sample"": [[16695647, 14149514], [14777765, 14604226]], ""checksum"": 64949465119}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 261952 digit adds: 261952 time (s): 0.034359
"
64,3,strassen,1,0.03706260000762995,262016,262016,,0,66265877548,"[[13257665, 15979345], [15176887, 15662406]]","{""ok"": true, ""elapsed"": 0.03706260000762995, ""muls"": 262016, ""adds"": 262016, ""sample"": [[13257665, 15979345], [15176887, 15662406]], ""checksum"": 66265877548}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262016 digit adds: 262016 time (s): 0.037063
"
64,3,strassen,2,0.03421459998935461,261888,261888,,0,67460203458,"[[14867429, 18711864], [13431860, 15546002]]","{""ok"": true, ""elapsed"": 0.03421459998935461, ""muls"": 261888, ""adds"": 261888, ""sample"": [[14867429, 18711864], [13431860, 15546002]], ""checksum"": 67460203458}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 261888 digit adds: 261888 time (s): 0.034215
"
64,8,schoolbook,0,0.038990700006252155,262144,262144,,0,660128602559857599680,"[[149822406733826219, 141377319159492560], [146056325645767146, 141764132303554029]]","{""ok"": true, ""elapsed"": 0.038990700006252155, ""muls"": 262144, ""adds"": 262144, ""sample"": [[149822406733826219, 141377319159492560], [146056325645767146, 141764132303554029]], ""checksum"": 660128602559857599680}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.038991
"
64,8,schoolbook,1,0.039063799995346926,262144,262144,,0,642822184344280328498,"[[129114678620426669, 127023999835754040], [139045718222042662, 140506174046387638]]","{""ok"": true, ""elapsed"": 0.039063799995346926, ""muls"": 262144, ""adds"": 262144, ""sample"": [[129114678620426669, 127023999835754040], [139045718222042662, 140506174046387638]], ""checksum"": 642822184344280328498}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.039064
"
64,8,schoolbook,2,0.043282900005578995,262144,262144,,0,657298277218562504746,"[[180321710623283865, 169244778269782673], [200201550817766229, 183508842364095599]]","{""ok"": true, ""elapsed"": 0.043282900005578995, ""muls"": 262144, ""adds"": 262144, ""sample"": [[180321710623283865, 169244778269782673], [200201550817766229, 183508842364095599]], ""checksum"": 657298277218562504746}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.043283
"
64,8,karatsuba,0,0.040445000006002374,262144,262144,,0,654845609237552858201,"[[133325778804869341, 179317899363748666], [123147476263059101, 141030119638203677]]","{""ok"": true, ""elapsed"": 0.040445000006002374, ""muls"": 262144, ""adds"": 262144, ""sample"": [[133325778804869341, 179317899363748666], [123147476263059101, 141030119638203677]], ""checksum"": 654845609237552858201}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.040445
"
64,8,karatsuba,1,0.0414050999970641,262144,262144,,0,638193841902832459532,"[[136244338769073968, 156290634782641866], [163508477457428837, 171443867151852699]]","{""ok"": true, ""elapsed"": 0.0414050999970641, ""muls"": 262144, ""adds"": 262144, ""sample"": [[136244338769073968, 156290634782641866], [163508477457428837, 171443867151852699]], ""checksum"": 638193841902832459532}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.041405
"
64,8,karatsuba,2,0.04140149999875575,262144,262144,,0,639637220855574382094,"[[159001035381880809, 141351289039625115], [162087941425131891, 146858990060991230]]","{""ok"": true, ""elapsed"": 0.04140149999875575, ""muls"": 262144, ""adds"": 262144, ""sample"": [[159001035381880809, 141351289039625115], [162087941425131891, 146858990060991230]], ""checksum"": 639637220855574382094}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.041401
"
64,8,strassen,0,0.04011340001306962,262144,262144,,0,659925290622802557572,"[[156572223391849150, 147716268606132748], [159512221501033419, 140747379794593027]]","{""ok"": true, ""elapsed"": 0.04011340001306962, ""muls"": 262144, ""adds"": 262144, ""sample"": [[156572223391849150, 147716268606132748], [159512221501033419, 140747379794593027]], ""checksum"": 659925290622802557572}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.040113
"
64,8,strassen,1,0.04216230000020005,262144,262144,,0,655213128619231965909,"[[131177185138589946, 172059796657228687], [148116360936161850, 174719613975915281]]","{""ok"": true, ""elapsed"": 0.04216230000020005, ""muls"": 262144, ""adds"": 262144, ""sample"": [[131177185138589946, 172059796657228687], [148116360936161850, 174719613975915281]], ""checksum"": 655213128619231965909}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.042162
"
64,8,strassen,2,0.05229289999988396,262144,262144,,0,669795370946929250795,"[[161582412127175315, 161910362471055919], [193871943099831422, 187355189438408505]]","{""ok"": true, ""elapsed"": 0.05229289999988396, ""muls"": 262144, ""adds"": 262144, ""sample"": [[161582412127175315, 161910362471055919], [193871943099831422, 187355189438408505]], ""checksum"": 669795370946929250795}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.052293
"
64,16,schoolbook,0,0.055448899991461076,262144,262144,,0,6441263093508261908309782329393403445,"[[2009392508655227948870185932929694, 1626298569887496016761192018359044], [1618369329904891707323578108971154, 1399031825705575495589423622629576]]","{""ok"": true, ""elapsed"": 0.055448899991461076, ""muls"": 262144, ""adds"": 262144, ""sample"": [[2009392508655227948870185932929694, 1626298569887496016761192018359044], [1618369329904891707323578108971154, 1399031825705575495589423622629576]], ""checksum"": 6441263093508261908309782329393403445}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.055449
"
64,16,schoolbook,1,0.05598420000751503,262144,262144,,0,6597654532209210105210672474897821341,"[[1669703993750683450248354956347668, 1729409712216522096099147728185947], [1506559603068093924286036787447594, 1615825089753682390998539704324528]]","{""ok"": true, ""elapsed"": 0.05598420000751503, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1669703993750683450248354956347668, 1729409712216522096099147728185947], [1506559603068093924286036787447594, 1615825089753682390998539704324528]], ""checksum"": 6597654532209210105210672474897821341}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.055984
"
64,16,schoolbook,2,0.05552380000881385,262144,262144,,0,6464820399446944244811394711356425915,"[[1620563666090496835929631456898465, 1292702940621730154368128650037532], [1692450825093401753769030704531863, 1257263140528771956618250084803325]]","{""ok"": true, ""elapsed"": 0.05552380000881385, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1620563666090496835929631456898465, 1292702940621730154368128650037532], [1692450825093401753769030704531863, 1257263140528771956618250084803325]], ""checksum"": 6464820399446944244811394711356425915}
","[decimal_gemm] SCHOOLBOOK result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.055524
"
64,16,karatsuba,0,0.05800650001037866,262144,262144,,0,6293678057458980461643122724286700461,"[[1487556662925233536795861211246493, 1548065174440890763876428014939794], [1701668813002554905387592073975684, 1797577177990289923940189565267156]]","{""ok"": true, ""elapsed"": 0.05800650001037866, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1487556662925233536795861211246493, 1548065174440890763876428014939794], [1701668813002554905387592073975684, 1797577177990289923940189565267156]], ""checksum"": 6293678057458980461643122724286700461}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.058007
"
64,16,karatsuba,1,0.05508600000757724,262144,262144,,0,6587916696881941226044461687539116199,"[[1452895649822030834323151498438458, 1403602804873923916214333426924864], [1591228580641234696220989846109851, 1602017669793453354696332814754286]]","{""ok"": true, ""elapsed"": 0.05508600000757724, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1452895649822030834323151498438458, 1403602804873923916214333426924864], [1591228580641234696220989846109851, 1602017669793453354696332814754286]], ""checksum"": 6587916696881941226044461687539116199}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.055086
"
64,16,karatsuba,2,0.05680959999153856,262144,262144,,0,6653340685571953748797213454708242627,"[[1595310033804110041861873824564497, 1525405074856212564026694857989782], [1874875557417955650381417955184860, 1688874946585561033986167375012202]]","{""ok"": true, ""elapsed"": 0.05680959999153856, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1595310033804110041861873824564497, 1525405074856212564026694857989782], [1874875557417955650381417955184860, 1688874946585561033986167375012202]], ""checksum"": 6653340685571953748797213454708242627}
","[decimal_gemm] KARATSUBA result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.056810
"
64,16,strassen,0,0.06297069998981897,262144,262144,,0,6610740772492752220504372570197621600,"[[1465334974027241350711358030232777, 1405996874250117236220873230509647], [1944299976740656052924250790323477, 1729661591770460832043024120839122]]","{""ok"": true, ""elapsed"": 0.06297069998981897, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1465334974027241350711358030232777, 1405996874250117236220873230509647], [1944299976740656052924250790323477, 1729661591770460832043024120839122]], ""checksum"": 6610740772492752220504372570197621600}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.062971
"
64,16,strassen,1,0.060094000000390224,262144,262144,,0,6438753219270369789025404545054768183,"[[1454144462427194715060507769427356, 1583652654791291464913542312104873], [1347499070970131353163918677480603, 1353410989926063036082131372895167]]","{""ok"": true, ""elapsed"": 0.060094000000390224, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1454144462427194715060507769427356, 1583652654791291464913542312104873], [1347499070970131353163918677480603, 1353410989926063036082131372895167]], ""checksum"": 6438753219270369789025404545054768183}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.060094
"
64,16,strassen,2,0.05819189999601804,262144,262144,,0,6547876991155255895031375899012324364,"[[1294640776551456794091550524172618, 1484688499538196277631239547243511], [1483317793593470714208141451653457, 1557827901871108176358635988603173]]","{""ok"": true, ""elapsed"": 0.05819189999601804, ""muls"": 262144, ""adds"": 262144, ""sample"": [[1294640776551456794091550524172618, 1484688499538196277631239547243511], [1483317793593470714208141451653457, 1557827901871108176358635988603173]], ""checksum"": 6547876991155255895031375899012324364}
","[decimal_gemm] STRASSEN result shape: 64x64
[decimal_gemm]   digit muls: 262144 digit adds: 262144 time (s): 0.058192
"
128,3,schoolbook,0,0.2708789999887813,2095872,2095872,,0,523728764493,"[[32892579, 34282414], [32194030, 33485534]]","{""ok"": true, ""elapsed"": 0.2708789999887813, ""muls"": 2095872, ""adds"": 2095872, ""sample"": [[32892579, 34282414], [32194030, 33485534]], ""checksum"": 523728764493}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2095872 digit adds: 2095872 time (s): 0.270879
"
128,3,schoolbook,1,0.2431382999930065,2094592,2094592,,0,519353193622,"[[32478151, 33708682], [33272441, 34936895]]","{""ok"": true, ""elapsed"": 0.2431382999930065, ""muls"": 2094592, ""adds"": 2094592, ""sample"": [[32478151, 33708682], [33272441, 34936895]], ""checksum"": 519353193622}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2094592 digit adds: 2094592 time (s): 0.243138
"
128,3,schoolbook,2,0.24760339999920689,2094848,2094848,,0,522872130315,"[[30890495, 31284488], [34068740, 33792608]]","{""ok"": true, ""elapsed"": 0.24760339999920689, ""muls"": 2094848, ""adds"": 2094848, ""sample"": [[30890495, 31284488], [34068740, 33792608]], ""checksum"": 522872130315}
","[decimal_gemm] SCHOOLBOOK result shape: 128x128
[decimal_gemm]   digit muls: 2094848 digit adds: 2094848 time (s): 0.247603
"
128,3,karatsuba,0,0.2529846999968868,2093824,2093824,,0,523649142990,"[[32458956, 35629895], [28918836, 30979674]]","{""ok"": true, ""elapsed"": 0.2529846999968868, ""muls"": 2093824, ""adds"": 2093824, ""sample"": [[32458956, 35629895], [28918836, 30979674]], ""checksum"": 523649142990}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2093824 digit adds: 2093824 time (s): 0.252985
"
128,3,karatsuba,1,0.2711302999960026,2095360,2095360,,0,525378060085,"[[31383494, 35196360], [35149886, 36793418]]","{""ok"": true, ""elapsed"": 0.2711302999960026, ""muls"": 2095360, ""adds"": 2095360, ""sample"": [[31383494, 35196360], [35149886, 36793418]], ""checksum"": 525378060085}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2095360 digit adds: 2095360 time (s): 0.271130
"
128,3,karatsuba,2,0.2596916000038618,2095488,2095488,,0,528983753960,"[[31666936, 31961737], [28452002, 28864917]]","{""ok"": true, ""elapsed"": 0.2596916000038618, ""muls"": 2095488, ""adds"": 2095488, ""sample"": [[31666936, 31961737], [28452002, 28864917]], ""checksum"": 528983753960}
","[decimal_gemm] KARATSUBA result shape: 128x128
[decimal_gemm]   digit muls: 2095488 digit adds: 2095488 time (s): 0.259692
"
128,3,strassen,0,0.25755179999396205,2095744,2095744,,0,519757725437,"[[31675329, 34583720], [30397277, 31883860]]","{""ok"": true, ""elapsed"": 0.25755179999396205, ""muls"": 2095744, ""adds"": 2095744, ""sample"": [[31675329, 34583720], [30397277, 31883860]], ""checksum"": 519757725437}
","[decimal_gemm] STRASSEN result shape: 128x128
[decimal_gemm]   digit muls: 2095744 digit adds: 2095744 time (s): 0.257552
"
128,3,strassen,1,0.2702936999994563,2094848,2094848,,0,516922893097,"[[27383997, 31574912], [25690805, 29937530]]","{""ok"": true, ""elapsed"": 0.2702936999994563, ""muls"": 2094848, ""adds"": 2094848, ""sample"": [[27383997, 31574912], [25690805, 29937530]], ""checksum"": 516922893097}
","[decimal_gemm] STRASSEN result shape: 128x128
[decimal_gemm]   digit muls: 2094848 digit adds: 2094848 time (s): 0.270294
"
