size,digits,algo,trial,elapsed,muls,adds
4,8,schoolbook,1,6.679992657154799e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,8,karatsuba,0,6.720004603266716e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,8,karatsuba,1,6.580003537237644e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,8,strassen,0,6.38000201433897e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,8,strassen,1,6.530003156512976e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,8,numba,0,3.400025889277458e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
4,8,numba,1,5.800044164061546e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
4,16,auto,0,0.00034740008413791656,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,auto,1,0.00018740002997219563,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,schoolbook,0,7.140007801353931e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
