n,digits,chunk_digits,tile,mean_time,std_time,result_sample
1024,8,2,64,2.835128533304669,0.8019918743067899,99067179
1024,8,2,64,3.079865699983202,0.7088559730217409,99067179
1024,8,2,64,2.6595269666674235,0.6704867196757688,99067179
1024,8,2,32,2.615146699990146,0.5904384920434058,99067179
1024,8,2,32,2.8381930799689146,0.5965964304452724,99067179
